Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
72848,72773,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS91: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS91: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS91: WOOD, coffin;  CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS91,Coffin,Inhumation
72848,72774,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS95: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS95: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS95: WOOD, coffin;  CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS95,Coffin,Inhumation
72848,72775,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS96: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS96: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS96: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS96,Coffin,Inhumation
72848,72776,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS97: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS97: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS97: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS97,Coffin,Inhumation
72848,72777,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS103: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS103: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS103: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS103,Coffin,Inhumation
72848,72778,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS106: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS106: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS106: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS106,Coffin,Inhumation
72848,72779,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS107: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS107: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS107: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS107,Coffin,Inhumation
72848,72780,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS108: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS108: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS108: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS108,Coffin,Inhumation
72848,72781,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS109: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS109: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, F; AGE, A (45+); BIOG. DETAILS, Objects:Burial WS109: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS109,Coffin,Inhumation
72848,72782,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS112: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS112: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS112: WOOD, ?coffin; ",1,1,WS112,Coffin,Inhumation
72848,72783,,1,,Grave,E-W,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS113: Deep grave pit (> 0.35m deep), orientation E-W People:Burial WS113: EYORKS BURIAL TYPE D; ORIENTATION, E-W (fS); POSTURE, Flexed; SEX, F; AGE, A (17-25) but SK 26-35; BIOG. DETAILS, Objects:Burial WS113: WOOD, coffin;",1,1,WS113,Coffin,Inhumation
72848,72784,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS116: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS116: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS116: WOOD, ?coffin",1,1,WS116,Coffin,Inhumation
72848,72785,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS118: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS118: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS118: WOOD, coffin",1,1,WS118,Coffin,Inhumation
72848,72786,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984)>:Grave architecture:Burial WS119: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS119: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (20-25) but SK 36-45; BIOG. DETAILS, Ante-mortem healed blow/depression to right frontal bone of craniumObjects:Burial WS119: WOOD, coffin",1,1,WS119,Coffin,Inhumation
40196,72787,,1,,Grave,E-W,"<Forged Glamour_db summary base on Brewster (1980)>:Grave architecture:Burial GSl 7: Barrow 3, Burial 1: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation E-W People:Burial GSl 7: Barrow 3, Burial 1: EYORKS BURIAL TYPE B; ORIENTATION, E-W (fN); POSTURE, Extended; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial GSl 7: Barrow 3, Burial 1: WOOD, ; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ?LIA; BIOG. DETAILS, Black staining: ?cloth over body",1,1,"GSl 7: Barrow 3, Burial 1",Cover,Inhumation
72848,72788,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS120: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS120: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS120: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS120,Coffin,Inhumation
72848,72789,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:WS123: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS123: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS123: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS123,Coffin,Inhumation
72848,72790,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS125: Shallow grave pit (< 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS125: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A; BIOG. DETAILS, Objects:Burial WS125: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS125,Coffin,Inhumation
72848,72791,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS127: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS127: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS127: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS127,Coffin,Inhumation
72848,72792,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS128: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS128: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fE); POSTURE, Flexed; SEX, M; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS128: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS128,Coffin,Inhumation
72848,72793,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS131: Shallow grave pit (< 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS131: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A; BIOG. DETAILS, Objects:Burial WS131: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS131,Coffin,Inhumation
72848,72794,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS134: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS134: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS134: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS134,Coffin,Inhumation
72848,72795,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS141: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS141: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, U; AGE, J (2-6); BIOG. DETAILS, Objects:Burial WS141: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS141,Coffin,Inhumation
72848,72796,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS142: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS142: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Flexed; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS142: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS142,Coffin,Inhumation
72848,72797,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS147: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS147: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS147: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS147,Coffin,Inhumation
72848,72798,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS148: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS148: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS148: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS148,Coffin,Inhumation
72848,72799,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS151: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS151: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (17-25); BIOG. DETAILS, Objects:Burial WS151: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS151,Coffin,Inhumation
72848,72800,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS152: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS152: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, Objects:Burial WS152: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS152,Coffin,Inhumation
72848,72801,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS153: Shallow grave pit (< 0.35m deep), ditched enclosure?, orientation N-S People:Burial WS153: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS153: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS153,Coffin,Inhumation
72848,72802,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS156: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS156 (additional foetus): EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Flexed; SEX, F; AGE, A (25-35); BIOG. DETAILS, Probably death during pregnancy/birth: foetus in situObjects:Burial WS156 (additional foetus): WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,2,WS156 ,Coffin,"Inhumation, Inhumation"
72848,72803,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS163: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS163: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS163: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS163,Coffin,Inhumation
72848,72804,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS164: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS164: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS164: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS164,Coffin,Inhumation
72848,72805,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS168: Shallow grave pit (< 0.35m deep), ditched enclosure?, orientation N-S People:Burial WS168: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS168: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS168,Coffin,Inhumation
72848,72806,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS169: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS169: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS169: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS169,Coffin,Inhumation
72848,72807,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS173: Deep grave pit (> 0.35m deep), ditched enclosure?, orientation N-S People:Burial WS173: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS173: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS173,Coffin,Inhumation
72848,72808,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS175: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS175: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, U; AGE, A; BIOG. DETAILS, Objects:Burial WS175: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS175,Coffin,Inhumation
72848,72809,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS176: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS176: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, U; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS176: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS176,Coffin,Inhumation
72848,72810,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS181: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS181: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS181: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS181,Coffin,Inhumation
72848,72811,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS184: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS184: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS184: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS184,Coffin,Inhumation
72848,72812,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS185: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS185: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS185: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS185,Coffin,Inhumation
72848,72813,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS187: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS187: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Tightly crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS187: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS187,Coffin,Inhumation
72848,72814,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS188: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS188: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS188: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS188,Coffin,Inhumation
72848,72815,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS190: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation N-S People:Burial WS190: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25) but SK 26-35; BIOG. DETAILS, Objects:Burial WS190: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS190,Coffin,Inhumation
72848,72816,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS192: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS192: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS192: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS192,Coffin,Inhumation
72848,72817,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS194: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation N-S People:Burial WS194: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS194: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS194,Coffin,Inhumation
72848,72818,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS195: Deep grave pit (> 0.35m deep), ditched enclosure?, orientation N-S People:Burial WS195: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS195: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS195,Coffin,Inhumation
72848,72819,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS196: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS196: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, Objects:Burial WS196: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS196,Coffin,Inhumation
72848,72820,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS197: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS197: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS197: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS197,Coffin,Inhumation
