GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
73461,75196,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 13: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72697,Unknown,,,,
73462,75197,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 14: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72698,Unknown,,,,
73463,75198,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 15: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72699,Unknown,,,,
73464,75199,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 16: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72700,Unknown,,,,
73465,75200,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 17: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72701,Unknown,,,,
73466,75201,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 18: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72702,Unknown,,,,
73467,75202,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 19: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72703,Unknown,,,,
73468,75203,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 20: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72704,Unknown,,,,
73469,75204,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 21: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72705,Unknown,,,,
73470,75205,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 22: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72706,Unknown,,,,
73471,75206,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 23: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72707,Unknown,,,,
73472,75207,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 24: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72708,Unknown,,,,
73473,75208,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 25: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72709,Unknown,,,,
73474,75209,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 26: No record beyond Drewitt's diaries/mention in passing in Calkin 1951 - recorded here as simple urned cremation.,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72710,Unknown,,,,
73450,75210,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Drewitt Burial 2,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,72686,Unknown,,,,
73480,75215,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"Large bucket urn.Rim slightly expanded, flat-topped, and ornamented with a rowof slanting notches on its outer edge cut with a sharp knife. Colour medium brown, rough surface, paste badly baked and containing a small quantity of grit. There is a long crack on one side with repair holes. This crack took place before the urn was buried, and illustrates the softness of the pottery even when new, The whole urn is oval in cross-section, the crack occurring at one of the apices; and the flatter sides of the urn show broad depressions corresponding to the position of the hands of the person who carried it at the time of the flattening and cracking of the urn. One depression is near the rim, while that on the opposite side is near the base.(mend holes)",N/a,Unknown,Repaired,Inverted,Direct,Covering the body,,Y,,Pottery,72716,British Museum,,,,
40166,75220,,Pot,,,139,Pot,Beaker,Beaker pot - smaller than the other with bands of horizontal line decoration. FP Beaker. (C;larke 1970: No 1333). ,N/a,Complete,Unknown,Upright,Direct,Head,In front of face ,,,Pottery,71131,Hull and East Riding Museum,240.42,,,860
72202,75221,,Animal bone,,,8,Animal Joint/Part,Tooth/Tusk/Horn/Antler,red deer antler and deer vertebrae ,N/a,Almost complete,Burnt,Unknown,Direct,Mixed with body parts,Associated with cremated bone ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Antler],71169,Unknown,,,,877
73485,75222,,Animal bone,,,1,Animal Bone (Other),,Pig bones with secondary crouched inhumation; placed at head ,N/a,Unknown,Unknown,Unknown,Direct,Head,Place  in front of face ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],72722,Hull and East Riding Museum,,,,886
73485,75223,,Pot,,,152,Pot,Food Vessel,Fragmentary Food Vessel accompanying secondary crouched inhumation; in front of face (condition may be due to plough),N/a,Almost complete,Unknown,Upright,Direct,Head,in front of face ,,,Pottery,72722,Hull and East Riding Museum,,,,886
73487,75224,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),"An atypical specimen of the globular variety. Rim missing. Concave neck, rudimentary shoulder, and sharply curving sides Row of shallow and small finger-tip impressions above the shoulder. Dark brown, rough surface, paste gritty and friable.This urn had originally an over-lapping crack on one side near the base, causing a considerable amount of distortion. The crack has been rectified with the result that, in the restored specimen, there is now a widely open crack on the opposite side.",N/a,Unknown,Damaged,Upright,Direct,Container of body,,Y,,Pottery,72723,British Museum,,,,
73488,75225,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Barrel urn. Rim expanded, flat-topped, and rounded at the outer edge. Neck concave, separated by an angular moulded fillet from the convexly sloping sides. Row of finger-nail impressions immediately below the rim. Colour dark brown, surface fairly smooth paste - gritty and friable.",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72724,British Museum,,,,
73489,75226,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Barrel urn, most of the walls of which had been disturbed by cultivation. Rim expanded and ornamented on the outer edge with a row of finger-tip impressions. ",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72725,British Museum,,,,
73490,75227,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"This urn is represented by only a few fragments near the base, and it is impossible to determine its form.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72726,British Museum,,,,
73491,75228,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),This urn was badly crushed and but little remained of it. It was of the barrel variety and originally stood upright.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72727,British Museum,,,,
73492,75229,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"Bucket-shaped urn, rim missing. Sides straight and tapering to base. A thick and irregularly made horizontal moulding ornamented with a row of deeply impressed finger-tip impressions. Above this moulding the sides are continued in the same plane as the portions below it. Colour medium brown, surface rough and uneven, paste friable and slightly gritty.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72728,British Museum,,,,
73493,75230,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"A fencing post had been driven in against the side of this urn and had so much damaged it by allowing water to run into the [pit] that beyond stating that the urn was of the barrel type and that it originally stood upright, little can be said.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72729,British Museum,,,,
73494,75231,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Barrel urn with everted rim and slightly convex sides. It was too much disintegrated to restore properly, and the original condition of the outer surface is difficult to ascertain. The walls are thick, the colour medium brown, the paste very friable and almost free from grit.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72730,British Museum,,,,
72230,75232,,Pot,,,152,Pot,Food Vessel,Crushed Food Vessel between Burial B & C & poss associated with both. Undecorated ,N/a,Almost complete,Unknown,On side,Direct,Torso,Placed behind back ,,,Pottery,71241,Hull and East Riding Museum,,,,906
73495,75233,,Animal bone,,,9,Animal Joint/Part,Limb,'portion of leg of an animal' beside the body,N/a,Unknown,Unknown,Unknown,Direct,Alongside body,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],72731,Unknown,,,,921
73495,75234,,Jewellery,,,124,Necklace,,Large Quantity of Jet Beads 206 jet beads' jet necklace ;  placed around neck ,N/a,Complete,Worn,On side,Direct,Head,Above neck ,,,Jet/Lignite/Shale/Coal [Jet],72731,Hull and East Riding Museum,,,,921
40242,75235,,Pot,,,152,Pot,Food Vessel,Food Vessel containing cremation. Decorated and 14cm tall ,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,40208,Hull and East Riding Museum,,,,922
73496,75236,,Flint tool,,,18,Arrowhead,Barbed,Barbed arrowhead,N/a,Almost complete,Unknown,Unknown,Missing,Other,With disturbed inhumation in mound ,,,Chert / Flint [Flint],73732,Unknown,,,,922
73497,75237,,Pot,,,152,Pot,Food Vessel,Food Vessel transitional Collared Urn; straight sided with neck decorated,N/a,Complete,Unknown,Upright,Direct,Alongside body,By body but no further detail ,,,Pottery,72733,Hull and East Riding Museum,,,,922
73498,75238,,Flint tool,,,97,Flake,,Several flint flakes ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,,,,Chert / Flint [Flint],72734,Hull and East Riding Museum,,,,922
73499,75239,,Pot,,,152,Pot,Food Vessel,FV bowl - transitional /collared urn; straight sided; upper body decorated with zigzags/ lattice,N/a,Complete,Unknown,Unknown,Unknown,Container of body,,,,Pottery,72735,Hull and East Riding Museum,,,,922
73500,75240,,Pot,,,152,Pot,Food Vessel,Food Vessel containing cremation ,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72736,Hull and East Riding Museum,,,,922
73501,75241,,Pot,,,152,Pot,Food Vessel,Food Vessel a little behind the back of Burial 1,N/a,Complete,Unknown,Upright,Direct,Head,Behind head ,,,Pottery,72737,Hull and East Riding Museum,,,,922
73501,75242,,Pot,,,152,Pot,Food Vessel,Large marked necked Food Vessel at head of burial 4; decorated upper neck & rim,N/a,Complete,Fresh,Upright,Direct,Head,Placed in front of face ,,,Pottery,72738,Hull and East Riding Museum,,,,922
73501,75243,,Pot,,,152,Pot,Food Vessel,Large marked necked Food Vessel at head of burial 4; decorated upper neck & rim,N/a,Complete,Fresh,Upright,Direct,Head,In front of face ,,,Pottery,72739,Hull and East Riding Museum,,,,922
73502,75244,,Pot,,,152,Pot,Food Vessel,Food Vessel ,N/a,Almost complete,Fresh,Upright,Direct,Legs,By knee ,,,Pottery,72740,Hull and East Riding Museum,,,,922
73502,75245,,Flint tool,,,95,Blade,,Serrated flint blade by skull of 14,N/a,Complete,Fresh,On side,Direct,Head,Next to skull ,,,Chert / Flint [Flint],72741,Hull and East Riding Museum,,,,922
72272,75247,,Tool,,,114,Knife,,Flint plano-convex knife at face. broken at butt. 5.4cm long & 3.9cm wide,N/a,Almost complete,Used,On side,Direct,Head,Placed in front of face ,,,Chert / Flint [Flint],71298,British Museum,1617,,,935
73503,75248,,Pot,,,152,Pot,Food Vessel,"Beautiful Food Vessel, well-made; highly decorated and with 4 pierced lugs; 3 bands herring-bone dec. 10.8cm tall",N/a,Complete,Fresh,Upright,Missing,In grave fill,,,,Pottery,72742,British Museum,1615,,,935
72276,75249,,Pot,,,152,Pot,Food Vessel,Food Vessel at feet ,N/a,Almost complete,Unknown,Upright,Direct,Feet,,,,Pottery,71307,Hull and East Riding Museum,,,,944
72284,75250,,Pot,,,152,Pot,Food Vessel,Crushed Food Vessel with inhumation; very finely decorated and well-made; zigzag & line dec (M fig. 377). Food vase 15cm tall. Only decorated on upper part of vessel- chevronz at carination. Decorated with incised lines on thick interior lip,N/a,Complete,Fresh,Upright,Direct,Legs,Placed by knees ,,,Pottery,71325,Hull and East Riding Museum,,,,967
72284,75251,,Pot,,,152,Pot,Food Vessel,lower portion of a Food Vessel on east side of grave ,N/a,Fragment(s),Damaged,Upright,Indirect,In grave fill,On E side of grave - deliberately broken and only lower part kept for grave ? ,,,Pottery,71325,Unknown,,,,967
73504,75252,,Pot,,,152,Pot,Food Vessel,Roughly built slightly larger Food Vessel - made up from 5 clay coils. Only dec on rim. 12.5cm tall (M fig. 376). Corrugated and clearly made up of five separate bands of clay (coil built or ring built but not slab built) ,N/a,Almost complete,Damaged,Upright,Direct,Head,By skull ,,,Pottery,72744,Hull and East Riding Museum,,,,968
73504,75253,,Pot,,,152,Pot,Food Vessel,Small Food Vessel with two slight grooves,N/a,Almost complete,Unknown,Upright,Direct,Hands,,,,Pottery,72745,Hull and East Riding Museum,,,,968
72287,75255,,Pot,,,142,Pot,Collared Urn,"Well made decorated Collared Urn with reticulated decoration and oval impressions.Well made decorated Collared Urn with reticulated decoration and oval impressionsGreenwell (1887: 281) <containing the burnt bones of a young person. This vessel, in shape like fig. 61, and of good form and manufacture, is 11  in.high, 9 in. wide at the mouth, and 3  in. at the bottom. The rim, which is 2 in. deep, has upon it a reticulated pattern placed between double encompassing lines. The lip of the rim has on the outside one encircling line, and on the inside two, of oval impressions; below those on the inside is an encircling line, immediately below which is a band of loops, each l  in. deep and   in. wide, forming a series of arches, having below them an encircling line similar to that above. Below the rim are five encompassing lines, rather irregularly placed, and below these lines a row of oval marks encircles the urn. The pattern, except that made by the oval marking, is due to impressions of twisted thong.>Twisted cord lattice and horizontal lines & row of jabs on shoulder. 28.5cm tall. (Longworth 1984: No. 676). Primary Series Western style  Form IB. ",N/a,Almost complete,Fresh,Inverted,Direct,Container of body,,,,Pottery,71337,British Museum,1149,,,972
73505,75256,,Pot,,,152,Pot,Food Vessel,rather coarse and roughly made Food Vessel with child; twisted thong/cord impressions and raised rib. 16.2cm tall ,N/a,Almost complete,Fresh,Upright,Direct,Head,Placed in front of face ,,,Pottery,72746,British Museum,1596,,,974
40053,75259,,Pot,,,152,Pot,Food Vessel,Food Vessel with inhumation - now in private collection ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,,,,Pottery,72748,Unknown,,,,1140
73507,75263,,Pot,,,142,Pot,Collared Urn,Collared Urn vessel containing child cremation and a pygmy vessel and a wolf tooth ,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72749,Yorkshire Museum,,,,1132
73507,75264,,Pot,,,157,Pot,Miniature/Pygmy Vessel,Pygmy vessel inside larger vessel. Small biconical  oval cup only c. 4.3cm tall and mouth 3.5cm wide Hallam 2015: fig. 18).  Internally there are small blackened inclusions that have the appearance of charcoal. There are no perforations and the rim is softly rounded as is the widest diameter. The base is small and flat. (Hallam 2016: 356)Undecorated ,N/a,Almost complete,Burnt,Upright,Direct,Mixed with body parts,Inside Collared Urn with cremation ,,,Pottery,72749,Yorkshire Museum,1947.1064,,,1132
73507,75265,,Animal bone,,,8,Animal Joint/Part,Tooth/Tusk/Horn/Antler,Perforated wolf tooth in pygmy pot - likely a pendant or bead,N/a,Complete,Unknown,Unknown,Direct,Mixed with body parts,In miniature urn- perforated wolf tooth (pendant?) ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Tooth],72749,Yorkshire Museum,,,,1132
73490,75275,,Pot,,,248,Pot,Deverel-Rimbury (Miniature vessel/cup),"P. 15a: [accessory] vessel found with another (P. 15b) together with P. 16 close under a modern trackway. The weight of wheeled traffic had caused much crushing of the vessels. Rim flat-topped and some parts pushed over by the hand that flattened it. Walls straight and tapering to the base. Colour dark brown, texture rough, paste contains a considerable quantity of grit. Depth of [pit] c. 0.6m.",N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Pottery,72726,British Museum,,,,
73490,75276,,Pot,,,248,Pot,Deverel-Rimbury (Miniature vessel/cup),"P. 15b (fig. 8): [accessory] vessel found with P. I 5 a and P. 16. Rim flat-topped and slightly expanded, the sides having a strongly convex curve. No ornament. Colour reddish-brown, surface rough, badly baked, pastegritty.",N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Pottery,72726,British Museum,,,,
50012,75277,,Pot,,,147,Pot,Carinated Bowl,Fragments of an Early Neolithic pot with finger-impressed decoration (one of six smashed pots from the chamber) (Windmill HIll Ware) ,N/a,Fragment(s),Unknown,Unknown,Missing,Unknown,,,,Pottery,,Unknown,,,,1142
50012,75278,,Flint tool,,,21,Arrowhead,Barbed and Tanged,Two fine barbed and tanged arrowheads from the chamber ; both complete ,N/a,Complete,Unknown,Unknown,Missing,Unknown,In the chamber ,,,Chert / Flint [Flint],,Unknown,,,,1142
50012,75279,,Pot,,,147,Pot,Carinated Bowl,Fragments of an Early Neolithic pot with finger-impressed decoration (one of six smashed pots from the chamber) (Windmill HIll Ware) ,N/a,Fragment(s),Unknown,Unknown,Missing,Unknown,Disturbed in chamber ,,,Pottery,,Unknown,,,,1142
50012,75280,,Jewellery,,,129,Pendant,,Clay pendant 4cm oin diameter at entrance of tomb - central hour-glass perforation (similar to pendant from Ty Isaf) ,N/a,Complete,Fresh,On side,Indirect,In chamber/cist,At entrance to tomb ,,,Clay,,Unknown,,,,1142
20197,75281,,Pot,,,140,Pot,Biconical Urn,"B28 obj: Upright Biconical urn. Large, plain urn. Potentially damaged by the insertion of later burial B38.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72767,Dorset County Museum,,,,248
73510,75282,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B31 obj: Upright Bucket urn. Fingertip impressions 5cm below rim; two opposed oval lugs. Crushed base due to the process of being ground down into the cremation deposit.,N/a,Unknown,Unknown,Upright,Direct,On top of body,,Y,,Pottery,72768,Dorset County Museum,,,,248
73511,75283,,Pot,,,140,Pot,Biconical Urn,"B38 obj: Upright Biconical urn. Three, irregularly positioned lugs.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72769,Dorset County Museum,,,,248
73512,75284,,Pot,,,248,Pot,Deverel-Rimbury (Miniature vessel/cup),"B46 obj: Upright DR bowl/accessory vessel. Plain, badly crushed bowl with two lugs. Positioned directly beneath slab from stone setting.",N/a,Unknown,Unknown,Upright,Direct,On top of body,,,,Pottery,72770,Dorset County Museum,,,,248
73513,75285,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),"B47 obj: Upright Globular urn. Four, small circular lugs.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72771,Dorset County Museum,,,,248
73514,75286,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),B48 obj: Upright Globular urn. Five longitudinally perforated lugs. Badly crushed (upon deposition - missing rim frag in urn?).,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,multiple (cremation),Dorset County Museum,,,,248
73515,75287,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"B49 obj: Upright Bucket urn. Small, soft, decayed and badly distorted in shape.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72773,Dorset County Museum,,,,248
73516,75288,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B54 obj: Upright Bucket urn. Four lugs.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72774,Dorset County Museum,,,,248
73517,75289,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B58 obj: Upright Bucket urn. Cracked and missing 2/4 lugs - one probably lost prior to burial.,N/a,Unknown,Damaged,Upright,Direct,Container of body,,,,Pottery,72775,Dorset County Museum,,,,248
73518,75290,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B62 obj: Upright Bucket urn. Fingertip decoration and two large opposed circular lugs. Completely intact and undamaged.,N/a,Complete,Unknown,Upright,Direct,Container of body,,Y,,Pottery,,Dorset County Museum,,,,248
73519,75291,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),B24 obj: Inverted Globular urn. Four roughly opposed lugs.,N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72777,Dorset County Museum,,,,248
73520,75292,,Pot,,,140,Pot,Biconical Urn,B25 obj: Inverted Biconical urn. Crushed by the weight of the capstone. ,N/a,Unknown,Unknown,Inverted,Direct,Container of body,,,,Pottery,72778,Dorset County Museum,,,,248
73521,75293,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B40 obj: Upright Bucket urn. Fingertip decoration. ,N/a,Unknown,Unknown,Upright,Direct,On top of body,,Y,,Pottery,72779,Dorset County Museum,,,,248
73522,75294,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"B52 obj: Inverted Bucket urn. Small, with two opposing ear-like lugs. ",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72780,Dorset County Museum,,,,248
73523,75295,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B61 obj: Upright Bucket urn. Slightly mishapen and badly decayed in places with single lug.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72781,Dorset County Museum,,,,248
73524,75296,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B5 obj: Upright Bucket urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72782,Dorset County Museum,,,,248
73525,75297,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),B6 obj: Upright Dev-Rim urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72783,Dorset County Museum,,,,248
73526,75298,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B10 obj: Upright Bucket urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72784,Dorset County Museum,,,,248
73527,75299,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B12 obj: Upright Bucket urn. Fingertip decoration interrupted by low circular lug.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72785,Dorset County Museum,,,,248
73528,75300,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B15 obj: Upright Bucket urn. Four oval lugs.,N/a,Unknown,Unknown,Upright,Unknown,Unknown,,,,Pottery,72786,Dorset County Museum,,,,248
73529,75301,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),B16 obj: Upright Globular urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72787,Dorset County Museum,,,,248
73530,75302,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B20 obj: Upright Bucket urn. Two opposed lugs. Pot stood on top of cremated remains.,N/a,Unknown,Unknown,Upright,Direct,On top of body,,Y,,Pottery,72788,Dorset County Museum,,,,248
73531,75303,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"B22 obj: Inverted Bucket urn. Irregular fingertip decoration, two opposed lugs.",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72789,Dorset County Museum,,,,248
73532,75304,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B27 obj: Upright Bucket urn. Fragments of vessel with oval lug and fingertip decoration.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72790,Dorset County Museum,,,,248
73533,75305,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B34a obj: Upright Bucket urn,N/a,Unknown,Unknown,Upright,Indirect,In grave fill,,,,Pottery,72791,Dorset County Museum,,,,248
73534,75306,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"B36 obj: Inverted Bucket urn. Fingertip impressions, four oval lugs, base truncated",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72792,Dorset County Museum,,,,248
73535,75307,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B41 obj: Inverted Bucket urn. Two small lugs. ,N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,72793,Dorset County Museum,,,,248
73536,75308,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),B44 obj: Upright Globular urn. Three lugs.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72794,Dorset County Museum,,,,248
73537,75309,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B45 obj: Upright Bucket urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72795,Dorset County Museum,,,,248
73538,75310,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"B50 obj: Inverted Bucket urn. Potentially buried with the base already damaged. Four lugs, fingertip decoration.",N/a,Unknown,Damaged,Inverted,Direct,Covering the body,,,,Pottery,72796,Dorset County Museum,,,,248
73539,75311,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B51 obj: Upright Bucket urn. Badly damaged (not clear when).,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72797,Dorset County Museum,,,,248
73540,75312,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B53 obj: Upright Bucket urn.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72798,Dorset County Museum,,,,248
73541,75313,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B57 obj: Upright Bucket urn. Base only.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72799,Dorset County Museum,,,,248
10181,75314,,Natural object,,,128,Pebble,,"Large, single, sub-rounded piece of white quartz apparently placed deliberately along the outside of the east side of the cist",N/a,Complete,Unknown,Unknown,Indirect,In chamber/cist,"Large, single, sub-rounded piece of white quartz apparently placed deliberately along the outside of the east side of the cist",,,Quartz/Quartzite,72801,Unknown,,,,1143
73520,75315,,Other,,,244,Lid,,Puddingstone capstone (lid/grave marker). Clearly associated directly with grave B25,N/a,Unknown,Unknown,Unknown,Direct,Covering the body,,,,Stone (Uncertain/Unspecified),72778,Unknown,,,,248
73527,75316,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Other associations: Possible decayed/disintegrated secondary urn (inverted) (circular clay disc and 30 small, decayed sherds) (recorded as additional urn)",N/a,Unknown,Unknown,Inverted,Direct,Mixed with body parts,,,,Pottery,72785,Dorset County Museum,,,,248
73514,75317,,Unknown,,,211,Unknown Object,,"Other associations: Bronze frag. - potentially a decayed metal ornament placed with the bones as grave goods (Peterson 1981, 117)",N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,In pot,,,Bronze/Cu Alloy [Copper Alloy],multiple (cremation),Unknown,,,,248
73533,75318,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),B34b obj: Upright Bucket urn. Contained sparse bone frags.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72803,Dorset County Museum,,,,248
