GID_gg,Material_category,HER_material_type,Material_type_code,Material_type,Material_type_specific
71323,Other,,54,Ochre,
71325,Stone,,38,Stone (Uncertain/Unspecified),
75020,Pottery,,10,Pottery,
71330,Pottery,,10,Pottery,
71329,Pottery,,10,Pottery,
75022,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75023,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75024,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75026,Pottery,,10,Pottery,
71435,Flint,,17,Chert / Flint,Flint
75028,Stone,,22,Greenstone,
75029,Flint,,17,Chert / Flint,Flint
75030,Flint,,17,Chert / Flint,Flint
75031,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75032,Bronze,,9,Bronze/Cu Alloy,Bronze
75033,Bronze,,9,Bronze/Cu Alloy,Bronze
75034,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75035,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75028,Wood,,41,Wood (Uncertain/Unspecified),
75036,Wood,,41,Wood (Uncertain/Unspecified),
75039,Wood,,41,Wood (Uncertain/Unspecified),
75042,Pottery,,10,Pottery,
75041,Pottery,,10,Pottery,
75043,Pottery,,10,Pottery,
75044,Pottery,,10,Pottery,
75045,Pottery,,10,Pottery,
75046,Pottery,,10,Pottery,
75052,Flint,,17,Chert / Flint,Flint
75053,Pottery,,10,Pottery,
75054,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
75054,Bronze,,9,Bronze/Cu Alloy,Bronze
75055,Stone,,38,Stone (Uncertain/Unspecified),
75056,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75057,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75058,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75059,Stone,,62,Ironstone,
75060,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75061,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75062,Flint,,17,Chert / Flint,Flint
75063,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
75063,Bronze,,9,Bronze/Cu Alloy,Bronze
75064,Stone,,38,Stone (Uncertain/Unspecified),
75065,Flint,,17,Chert / Flint,Flint
75066,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
75067,Wood,,41,Wood (Uncertain/Unspecified),
75068,Flint,,17,Chert / Flint,Flint
75069,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75070,Flint,,17,Chert / Flint,Flint
75072,Other,,45,Leather,
75073,Pottery,,10,Pottery,
75075,Flint,,17,Chert / Flint,Flint
75074,Pottery,,10,Pottery,
75076,Flint,,17,Chert / Flint,Flint
75085,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75084,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75083,Pottery,,10,Pottery,
75082,Pottery,,10,Pottery,
75081,Pottery,,10,Pottery,
75080,Pottery,,10,Pottery,
75079,Pottery,,10,Pottery,
75078,Pottery,,10,Pottery,
75077,Pottery,,10,Pottery,
75086,Other,,48,Textile,
75086,Other,,45,Leather,
75087,Stone,,32,Quartz/Quartzite,
75088,Flint,,17,Chert / Flint,Flint
75089,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75090,Pottery,,10,Pottery,
75091,Pottery,,10,Pottery,
75092,Pottery,,10,Pottery,
75095,Pottery,,10,Pottery,
75096,Pottery,,10,Pottery,
75098,Pottery,,10,Pottery,
75099,Pottery,,10,Pottery,
75144,Stone,,38,Stone (Uncertain/Unspecified),
75146,Stone,,38,Stone (Uncertain/Unspecified),
75148,Stone,,38,Stone (Uncertain/Unspecified),
75150,Stone,,38,Stone (Uncertain/Unspecified),
75152,Stone,,38,Stone (Uncertain/Unspecified),
75155,Stone,,38,Stone (Uncertain/Unspecified),
75094,Pottery,,10,Pottery,
75097,Pottery,,10,Pottery,
75093,Pottery,,10,Pottery,
75142,Pottery,,10,Pottery,
75143,Pottery,,10,Pottery,
75145,Pottery,,10,Pottery,
75147,Pottery,,10,Pottery,
75149,Pottery,,10,Pottery,
75151,Pottery,,10,Pottery,
75153,Pottery,,10,Pottery,
75154,Pottery,,10,Pottery,
75156,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75157,Pottery,,10,Pottery,
75134,Pottery,,10,Pottery,
75170,Pottery,,10,Pottery,
75171,Pottery,,10,Pottery,
75174,Pottery,,10,Pottery,
72202,Flint,,17,Chert / Flint,Flint
72206,Bronze,,9,Bronze/Cu Alloy,Bronze
72207,Flint,,17,Chert / Flint,Flint
75172,Pottery,,10,Pottery,
75176,Pottery,,10,Pottery,
75177,Flint,,58,Chert / Flint (Uncertain/Unspecified),
75181,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75180,Unknown,,47,Organic  (Uncertain/Unspecified),
75179,Wood,,30,Wood,Oak
75178,Pottery,,10,Pottery,
75173,Pottery,,10,Pottery,
75101,Pottery,,10,Pottery,
75103,Pottery,,10,Pottery,
75106,Pottery,,10,Pottery,
75108,Pottery,,10,Pottery,
75109,Pottery,,10,Pottery,
75110,Pottery,,10,Pottery,
75113,Pottery,,10,Pottery,
75115,Pottery,,10,Pottery,
75118,Pottery,,10,Pottery,
75119,Pottery,,10,Pottery,
75120,Pottery,,10,Pottery,
75124,Pottery,,10,Pottery,
75125,Pottery,,10,Pottery,
75126,Pottery,,10,Pottery,
75127,Pottery,,10,Pottery,
75129,Pottery,,10,Pottery,
75130,Pottery,,10,Pottery,
75132,Pottery,,10,Pottery,
75140,Pottery,,10,Pottery,
75104,Pottery,,10,Pottery,
75105,Pottery,,10,Pottery,
75121,Pottery,,10,Pottery,
75123,Pottery,,10,Pottery,
75141,Pottery,,10,Pottery,
75111,Pottery,,10,Pottery,
75116,Pottery,,10,Pottery,
75135,Pottery,,10,Pottery,
75161,Stone,,38,Stone (Uncertain/Unspecified),
75163,Stone,,33,Sandstone,
75100,Pottery,,10,Pottery,
75102,Pottery,,10,Pottery,
75107,Pottery,,10,Pottery,
75112,Pottery,,10,Pottery,
75114,Pottery,,10,Pottery,
75117,Pottery,,10,Pottery,
75122,Pottery,,10,Pottery,
75128,Pottery,,10,Pottery,
75131,Pottery,,10,Pottery,
75133,Pottery,,10,Pottery,
75136,Pottery,,10,Pottery,
75137,Pottery,,10,Pottery,
75138,Pottery,,10,Pottery,
75139,Pottery,,10,Pottery,
75158,Pottery,,10,Pottery,
75159,Pottery,,10,Pottery,
75160,Pottery,,10,Pottery,
75162,Pottery,,10,Pottery,
75164,Pottery,,10,Pottery,
75165,Pottery,,10,Pottery,
75166,Pottery,,10,Pottery,
75167,Pottery,,10,Pottery,
75168,Pottery,,10,Pottery,
75169,Pottery,,10,Pottery,
75182,Bronze,,9,Bronze/Cu Alloy,Bronze
75220,Pottery,,10,Pottery,
40114,Pottery,,10,Pottery,
72655,Pottery,,10,Pottery,
72672,Pottery,,10,Pottery,
72669,Other,,48,Textile,
72670,Flint,,17,Chert / Flint,Flint
72671,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72673,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75223,Pottery,,10,Pottery,
75222,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75231,Pottery,,10,Pottery,
75230,Pottery,,10,Pottery,
75229,Pottery,,10,Pottery,
75228,Pottery,,10,Pottery,
75227,Pottery,,10,Pottery,
75226,Pottery,,10,Pottery,
75225,Pottery,,10,Pottery,
75224,Pottery,,10,Pottery,
75215,Pottery,,10,Pottery,
75184,Pottery,,10,Pottery,
75210,Pottery,,10,Pottery,
75209,Pottery,,10,Pottery,
75208,Pottery,,10,Pottery,
75207,Pottery,,10,Pottery,
75206,Pottery,,10,Pottery,
75205,Pottery,,10,Pottery,
75204,Pottery,,10,Pottery,
75203,Pottery,,10,Pottery,
75202,Pottery,,10,Pottery,
75201,Pottery,,10,Pottery,
75200,Pottery,,10,Pottery,
75199,Pottery,,10,Pottery,
75198,Pottery,,10,Pottery,
75197,Pottery,,10,Pottery,
75196,Pottery,,10,Pottery,
75195,Pottery,,10,Pottery,
75194,Pottery,,10,Pottery,
75193,Pottery,,10,Pottery,
75192,Pottery,,10,Pottery,
75191,Pottery,,10,Pottery,
75190,Pottery,,10,Pottery,
75189,Pottery,,10,Pottery,
75188,Pottery,,10,Pottery,
75187,Pottery,,10,Pottery,
75186,Pottery,,10,Pottery,
75232,Pottery,,10,Pottery,
72802,Stone,,32,Quartz/Quartzite,
72803,Pottery,,10,Pottery,
72804,Flint,,17,Chert / Flint,Flint
72805,Stone,,38,Stone (Uncertain/Unspecified),
72806,Pottery,,10,Pottery,
72807,Flint,,17,Chert / Flint,Flint
72808,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75234,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
75235,Pottery,,10,Pottery,
75236,Flint,,17,Chert / Flint,Flint
75237,Pottery,,10,Pottery,
75238,Flint,,17,Chert / Flint,Flint
75239,Pottery,,10,Pottery,
75240,Pottery,,10,Pottery,
75241,Pottery,,10,Pottery,
75242,Pottery,,10,Pottery,
75243,Pottery,,10,Pottery,
75244,Pottery,,10,Pottery,
75245,Flint,,17,Chert / Flint,Flint
75248,Pottery,,10,Pottery,
75247,Flint,,17,Chert / Flint,Flint
75250,Pottery,,10,Pottery,
75251,Pottery,,10,Pottery,
75253,Pottery,,10,Pottery,
75252,Pottery,,10,Pottery,
75255,Pottery,,10,Pottery,
75256,Pottery,,10,Pottery,
75259,Pottery,,10,Pottery,
75263,Pottery,,10,Pottery,
75264,Pottery,,10,Pottery,
75265,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
75275,Pottery,,10,Pottery,
75276,Pottery,,10,Pottery,
75277,Pottery,,10,Pottery,
75278,Flint,,17,Chert / Flint,Flint
75279,Pottery,,10,Pottery,
75280,Other,,12,Clay,
75281,Pottery,,10,Pottery,
75283,Pottery,,10,Pottery,
75292,Pottery,,10,Pottery,
75297,Pottery,,10,Pottery,
75316,Pottery,,10,Pottery,
75319,Pottery,,10,Pottery,
75282,Pottery,,10,Pottery,
75287,Pottery,,10,Pottery,
75288,Pottery,,10,Pottery,
75289,Pottery,,10,Pottery,
75290,Pottery,,10,Pottery,
75293,Pottery,,10,Pottery,
75294,Pottery,,10,Pottery,
75295,Pottery,,10,Pottery,
75296,Pottery,,10,Pottery,
75298,Pottery,,10,Pottery,
75299,Pottery,,10,Pottery,
75300,Pottery,,10,Pottery,
75302,Pottery,,10,Pottery,
75303,Pottery,,10,Pottery,
75304,Pottery,,10,Pottery,
75305,Pottery,,10,Pottery,
75306,Pottery,,10,Pottery,
75307,Pottery,,10,Pottery,
75309,Pottery,,10,Pottery,
75310,Pottery,,10,Pottery,
75311,Pottery,,10,Pottery,
75312,Pottery,,10,Pottery,
75313,Pottery,,10,Pottery,
75318,Pottery,,10,Pottery,
75285,Pottery,,10,Pottery,
75286,Pottery,,10,Pottery,
75291,Pottery,,10,Pottery,
75301,Pottery,,10,Pottery,
75308,Pottery,,10,Pottery,
75317,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75315,Stone,,38,Stone (Uncertain/Unspecified),
75284,Pottery,,10,Pottery,
75327,Flint,,58,Chert / Flint (Uncertain/Unspecified),
75326,Pottery,,10,Pottery,
75325,Pottery,,10,Pottery,
75324,Pottery,,10,Pottery,
75323,Pottery,,10,Pottery,
75322,Pottery,,10,Pottery,
75321,Pottery,,10,Pottery,
20063,Pottery,,10,Pottery,
75037,Flint,,17,Chert / Flint,Flint
75038,Flint,,17,Chert / Flint,Flint
75175,Pottery,,10,Pottery,
75183,Pottery,,10,Pottery,
75233,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75221,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
75249,Pottery,,10,Pottery,
75330,Pottery,,10,Pottery,
20036,Pottery,,10,Pottery,
75328,Pottery,,10,Pottery,
75329,Pottery,,10,Pottery,
75331,Pottery,,10,Pottery,
72216,Wood,,41,Wood (Uncertain/Unspecified),
75334,Pottery,,10,Pottery,
75335,Pottery,,10,Pottery,
75336,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
75337,Pottery,,10,Pottery,
75338,Pottery,,10,Pottery,
75340,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75339,Pottery,,10,Pottery,
75345,Pottery,,10,Pottery,
75344,Pottery,,10,Pottery,
75343,Pottery,,10,Pottery,
75342,Stone,,38,Stone (Uncertain/Unspecified),
75341,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75347,Pottery,,10,Pottery,
75346,Pottery,,10,Pottery,
75348,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
75349,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
20023,Pottery,,10,Pottery,
75350,Pottery,,10,Pottery,
75351,Pottery,,10,Pottery,
75352,Pottery,,10,Pottery,
75353,Stone,,38,Stone (Uncertain/Unspecified),
75356,Pottery,,10,Pottery,
75355,Pottery,,10,Pottery,
75354,Pottery,,10,Pottery,
75357,Pottery,,10,Pottery,
75376,Pottery,,10,Pottery,
75375,Pottery,,10,Pottery,
75374,Pottery,,10,Pottery,
75373,Pottery,,10,Pottery,
75372,Pottery,,10,Pottery,
75371,Pottery,,10,Pottery,
75370,Pottery,,10,Pottery,
75369,Pottery,,10,Pottery,
75368,Pottery,,10,Pottery,
75367,Pottery,,10,Pottery,
75366,Pottery,,10,Pottery,
75365,Pottery,,10,Pottery,
75364,Pottery,,10,Pottery,
75363,Pottery,,10,Pottery,
75362,Pottery,,10,Pottery,
75361,Pottery,,10,Pottery,
75360,Pottery,,10,Pottery,
75359,Pottery,,10,Pottery,
75358,Pottery,,10,Pottery,
75378,Pottery,,10,Pottery,
75377,Pottery,,10,Pottery,
20056,Pottery,,10,Pottery,
75384,Unknown,,47,Organic  (Uncertain/Unspecified),
75385,Pottery,,10,Pottery,
20057,Pottery,,10,Pottery,
75386,Pottery,,10,Pottery,
75387,Pottery,,10,Pottery,
75388,Pottery,,10,Pottery,
20062,Pottery,,10,Pottery,
75389,Pottery,,10,Pottery,
75390,Pottery,,10,Pottery,
75393,Pottery,,10,Pottery,
75396,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75395,Pottery,,10,Pottery,
75394,Pottery,,10,Pottery,
75397,Pottery,,10,Pottery,
75398,Pottery,,10,Pottery,
75399,Stone,,38,Stone (Uncertain/Unspecified),
75400,Stone,,38,Stone (Uncertain/Unspecified),
75404,Pottery,,10,Pottery,
75403,Pottery,,10,Pottery,
75402,Pottery,,10,Pottery,
75401,Pottery,,10,Pottery,
75405,Pottery,,10,Pottery,
75406,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75407,Pottery,,10,Pottery,
75408,Pottery,,10,Pottery,
75409,Pottery,,10,Pottery,
75410,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75411,Pottery,,10,Pottery,
75412,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75413,Pottery,,10,Pottery,
75414,Pottery,,10,Pottery,
75415,Pottery,,10,Pottery,
75416,Pottery,,10,Pottery,
75417,Pottery,,10,Pottery,
75418,Pottery,,10,Pottery,
75419,Pottery,,10,Pottery,
75424,Pottery,,10,Pottery,
75425,Pottery,,10,Pottery,
75426,Pottery,,10,Pottery,
75432,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75427,Pottery,,10,Pottery,
75437,Pottery,,10,Pottery,
75436,Stone,,33,Sandstone,
75435,Pottery,,10,Pottery,
75442,Other,,59,Charred Plant Remains,
75441,Pottery,,10,Pottery,
75440,Pottery,,10,Pottery,
75439,Pottery,,10,Pottery,
75438,Pottery,,10,Pottery,
75454,Stone,,33,Sandstone,
75453,Pottery,,10,Pottery,
75452,Pottery,,10,Pottery,
75451,Pottery,,10,Pottery,
75450,Pottery,,10,Pottery,
75449,Pottery,,10,Pottery,
75448,Pottery,,10,Pottery,
75447,Pottery,,10,Pottery,
75446,Pottery,,10,Pottery,
75445,Pottery,,10,Pottery,
75444,Pottery,,10,Pottery,
20035,Pottery,,10,Pottery,
75461,Pottery,,10,Pottery,
75460,Pottery,,10,Pottery,
75459,Pottery,,10,Pottery,
75458,Pottery,,10,Pottery,
75457,Pottery,,10,Pottery,
75455,Pottery,,10,Pottery,
75462,Stone,,33,Sandstone,
75463,Pottery,,10,Pottery,
20013,Pottery,,10,Pottery,
75467,Stone,,38,Stone (Uncertain/Unspecified),
75466,Pottery,,10,Pottery,
75465,Pottery,,10,Pottery,
75464,Pottery,,10,Pottery,
75525,Stone,,38,Stone (Uncertain/Unspecified),
75524,Stone,,38,Stone (Uncertain/Unspecified),
75523,Stone,,38,Stone (Uncertain/Unspecified),
75522,Stone,,38,Stone (Uncertain/Unspecified),
75521,Stone,,38,Stone (Uncertain/Unspecified),
75520,Stone,,38,Stone (Uncertain/Unspecified),
75519,Stone,,38,Stone (Uncertain/Unspecified),
75518,Stone,,38,Stone (Uncertain/Unspecified),
75517,Stone,,38,Stone (Uncertain/Unspecified),
75516,Stone,,38,Stone (Uncertain/Unspecified),
75515,Stone,,38,Stone (Uncertain/Unspecified),
75514,Stone,,38,Stone (Uncertain/Unspecified),
75513,Stone,,38,Stone (Uncertain/Unspecified),
75512,Stone,,38,Stone (Uncertain/Unspecified),
75511,Stone,,38,Stone (Uncertain/Unspecified),
75510,Stone,,38,Stone (Uncertain/Unspecified),
75509,Stone,,38,Stone (Uncertain/Unspecified),
75508,Stone,,38,Stone (Uncertain/Unspecified),
75507,Stone,,38,Stone (Uncertain/Unspecified),
75506,Stone,,38,Stone (Uncertain/Unspecified),
75505,Stone,,38,Stone (Uncertain/Unspecified),
75504,Stone,,38,Stone (Uncertain/Unspecified),
75503,Stone,,38,Stone (Uncertain/Unspecified),
75502,Stone,,38,Stone (Uncertain/Unspecified),
75501,Stone,,38,Stone (Uncertain/Unspecified),
75500,Stone,,38,Stone (Uncertain/Unspecified),
75499,Stone,,38,Stone (Uncertain/Unspecified),
75498,Stone,,38,Stone (Uncertain/Unspecified),
75497,Stone,,38,Stone (Uncertain/Unspecified),
75496,Pottery,,10,Pottery,
75495,Pottery,,10,Pottery,
75494,Pottery,,10,Pottery,
75493,Pottery,,10,Pottery,
75492,Pottery,,10,Pottery,
75491,Pottery,,10,Pottery,
75490,Pottery,,10,Pottery,
75489,Pottery,,10,Pottery,
75488,Pottery,,10,Pottery,
75487,Pottery,,10,Pottery,
75486,Pottery,,10,Pottery,
75485,Pottery,,10,Pottery,
75484,Pottery,,10,Pottery,
75483,Pottery,,10,Pottery,
75482,Pottery,,10,Pottery,
75481,Pottery,,10,Pottery,
75480,Pottery,,10,Pottery,
75479,Pottery,,10,Pottery,
75478,Pottery,,10,Pottery,
75477,Pottery,,10,Pottery,
75476,Pottery,,10,Pottery,
75475,Pottery,,10,Pottery,
75474,Pottery,,10,Pottery,
75473,Pottery,,10,Pottery,
75472,Pottery,,10,Pottery,
75471,Pottery,,10,Pottery,
75470,Pottery,,10,Pottery,
75469,Pottery,,10,Pottery,
75468,Pottery,,10,Pottery,
75526,Pottery,,10,Pottery,
75527,Bronze,,64,Bronze/Cu Alloy,Brass
75528,Bronze,,9,Bronze/Cu Alloy,Bronze
75534,Bronze,,64,Bronze/Cu Alloy,Brass
75529,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75536,Bronze,,9,Bronze/Cu Alloy,Bronze
75533,Iron,,24,Iron,
75533,Other,,45,Leather,
75532,Bronze,,9,Bronze/Cu Alloy,Bronze
75531,Pottery,,10,Pottery,
75537,Pottery,,10,Pottery,
75538,Pottery,,10,Pottery,
75535,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75530,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75539,Pottery,,10,Pottery,
75540,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75541,Pottery,,10,Pottery,
75542,Pottery,,10,Pottery,
75600,Stone,,38,Stone (Uncertain/Unspecified),
75599,Stone,,42,Chalk,
75597,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
75573,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75547,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75577,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75550,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75553,Iron,,24,Iron,
75552,Iron,,24,Iron,
75552,Wood,,30,Wood,Oak
75543,Pottery,,10,Pottery,
75545,Pottery,,10,Pottery,
75548,Pottery,,10,Pottery,
75549,Pottery,,10,Pottery,
75551,Bronze,,9,Bronze/Cu Alloy,Bronze
75546,Stone,,38,Stone (Uncertain/Unspecified),
75575,Iron,,24,Iron,
75544,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75576,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75566,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75558,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75562,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75580,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75582,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75591,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75596,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75569,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
75587,Iron,,24,Iron,
75565,Iron,,24,Iron,
75555,Bronze,,9,Bronze/Cu Alloy,Bronze
75588,Iron,,24,Iron,
75554,Pottery,,10,Pottery,
75556,Pottery,,10,Pottery,
75557,Pottery,,10,Pottery,
75560,Pottery,,10,Pottery,
75561,Pottery,,10,Pottery,
75563,Pottery,,10,Pottery,
75564,Pottery,,10,Pottery,
75567,Pottery,,10,Pottery,
75570,Pottery,,10,Pottery,
75571,Pottery,,10,Pottery,
75572,Pottery,,10,Pottery,
75579,Pottery,,10,Pottery,
75583,Pottery,,10,Pottery,
75584,Pottery,,10,Pottery,
75585,Pottery,,10,Pottery,
75590,Pottery,,10,Pottery,
75559,Iron,,24,Iron,
75592,Bronze,,9,Bronze/Cu Alloy,Bronze
75568,Bronze,,9,Bronze/Cu Alloy,Bronze
75574,Bronze,,9,Bronze/Cu Alloy,Bronze
75581,Bronze,,9,Bronze/Cu Alloy,Bronze
75595,Stone,,38,Stone (Uncertain/Unspecified),
75586,Pottery,,10,Pottery,
75593,Pottery,,10,Pottery,
75594,Iron,,24,Iron,
75589,Bronze,,9,Bronze/Cu Alloy,Bronze
40053,Pottery,,10,Pottery,
71455,Other,,54,Ochre,
71800,Other,,54,Ochre,
72182,Pottery,,10,Pottery,
72264,Pottery,,10,Pottery,
72703,Pottery,,10,Pottery,
72786,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
72892,Unknown,,47,Organic  (Uncertain/Unspecified),
75025,Pottery,,10,Pottery,
75027,Bronze,,13,Copper,
75040,Wood,,41,Wood (Uncertain/Unspecified),
75047,Pottery,,10,Pottery,
75049,Flint,,17,Chert / Flint,Flint
75050,Flint,,17,Chert / Flint,Flint
75601,Iron,,24,Iron,
75602,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75603,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75604,Bronze,,9,Bronze/Cu Alloy,Bronze
75605,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75606,Bronze,,9,Bronze/Cu Alloy,Bronze
75607,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75608,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75612,Iron,,24,Iron,
75611,Bronze,,9,Bronze/Cu Alloy,Bronze
75610,Bronze,,9,Bronze/Cu Alloy,Bronze
75614,Stone,,38,Stone (Uncertain/Unspecified),
75615,Other,,12,Clay,
75616,Iron,,24,Iron,
75617,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75619,Stone,,32,Quartz/Quartzite,
75620,Stone,,32,Quartz/Quartzite,
10027,Pottery,,10,Pottery,
75622,Pottery,,10,Pottery,
75624,Pottery,,10,Pottery,
75625,Stone,,21,Granite,
75631,Other,,35,Coral/Shell,Shell
75630,Other,,35,Coral/Shell,Shell
75628,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
75627,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75626,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75635,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75634,Unknown,,1,Unknown,
75637,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75633,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75632,Iron,,24,Iron,
75640,Iron,,24,Iron,
75636,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75638,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75639,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75641,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75642,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75644,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75643,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75645,Iron,,24,Iron,
75646,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
75647,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
75654,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
75653,Pottery,,10,Pottery,
75652,Pottery,,10,Pottery,
75651,Stone,,37,Slate,
75650,Stone,,37,Slate,
75649,Stone,,38,Stone (Uncertain/Unspecified),
75648,Stone,,38,Stone (Uncertain/Unspecified),
75655,Stone,,37,Slate,
75656,Stone,,37,Slate,
75657,Stone,,37,Slate,
75658,Stone,,37,Slate,
75659,Stone,,37,Slate,
75660,Stone,,37,Slate,
75661,Stone,,37,Slate,
75662,Pottery,,10,Pottery,
75664,Bronze,,9,Bronze/Cu Alloy,Bronze
75665,Iron,,24,Iron,
75665,Bronze,,9,Bronze/Cu Alloy,Bronze
75665,Other,,19,Glass,
75665,Other,,43,Coral/Shell,Coral
75668,Stone,,32,Quartz/Quartzite,
75670,Stone,,32,Quartz/Quartzite,
75669,Pottery,,10,Pottery,
75671,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75672,Bronze,,9,Bronze/Cu Alloy,Bronze
75673,Bronze,,9,Bronze/Cu Alloy,Bronze
75674,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75675,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75676,Bronze,,9,Bronze/Cu Alloy,Bronze
75677,Other,,19,Glass,
75678,Stone,,38,Stone (Uncertain/Unspecified),
75679,Iron,,24,Iron,
75680,Pottery,,10,Pottery,
75686,Other,,48,Textile,
75685,Other,,45,Leather,
75684,Metal (other),,39,Tin,
75683,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75682,Unknown,,47,Organic  (Uncertain/Unspecified),
75681,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
75682,Other,,45,Leather,
