Site_context_ID,Site_context_name,HER_site_context_montype,Site_context_summary,Site_context_description
70354,"Thomas Hardye School, Dorchester",,"During the summer of 1994 a series of archaeological excavations and watching briefs was undertaken by Wessex Archaeology, on behalf of Dorset County Council, West Dorset District Council and The Thomas Hardye School in the vicinity of Thomas Hardye School in the southwest outskirts of Dorchseter, Dorset. The site comprises three archaeological projects that were originally administered and organised separately. These projects were Thomas Hardye School Playing Fields (Wessex Archaeology ref: 37838), Thomas Hardye School Music Rooms (Wessex Archaeology ref: 39273) and West Dorset Leisure Centre Artificial Pitch (Wessex Archaeology ref: 38074). A total of approximately 4.5 ha was investigated. The site lies on a gentle south-facing slope below a low chalk ridge between Maiden Castle and the River Frome. The north of the site lies close to the top of the ridge at about the 87 m OD contour.Geophysical survey prior to the excavation had revealed a number of linear and circular features indicateive of Bronze Age ring ditches and early field boundaries. On excavation two main foci of prehistoric activity were revealed.The remains of a substantial Bronze Age linear barrow cemetery were also recorded. These comprised five barrows of which four had surviving mound deposits. The barrows and their ditches contained burials, both cremations and inhumations, indicative of a prolonged period of use and development of the barrow cemetery. Finds, particularly the large quantities of worked flint, also suggested non-ritual use of the barrows. These barrows were significant monuments in their own right and the probably also formed part of an impressive barrow cemetery ranged along a chalk ridge to the east, including Fordington Farm barrow, Conquer Barrow and the barrow central to the Flagstones enclosure.After partial excavation of the barrows, a scheme for their preservation in situ was proposed and implemented which entailed their consolidation prior to reburial beneath up to 21.5 m of chalk.",
70356,Manor Farm Quarry,,Two small pits containing flint of Middle Bronze Age date were found at Manor Farm Quarry during archaeological evaluation by AC archaeology. These pits may be contemporary with possible Middle Bronze Age cremation burials found nearby.,
70357,"Frampton, West Dorset",,One of barrow pair (see also MDO1051),
70358,"White Horse Hill, Osmington, West Dorset",,See MDO1827 for the other barrow of this pair. ,
70359,"Moreton, Woodsford, West Dorset",,Barrow pair (SIDs20097-8),
70360,"Stag Gate, Sturminster Marshall",,"Barrow pair, one of which produced a beaker burial (MDOsMDO6156-7 and 6167).",
70361,"Young Creech, Wool, Purbeck",,Barrow pair (MDO8343 & 8353),
70362,"Poundbury, Dorchester",,"A Late Iron Age unenclosed settlement was found on the slopes to the east of Poundbury Camp during excavations at Poundbury. This Late Iron Age unenclosed settlement was a continuation from the earlier Middle Iron Age settlement. The remains of five separate round houses, together with associated pits, were identified and three main phases have been defined. The earliest and latest phase had a pair of houses and the middle phase had a single large house. The earliest Late Iron Age settlement phase comprised two adjacent small round houses (IA9 and IA2) and three associated pits. Both the round houses had more than one phase of construction and repair. The second Late Iron Age phase comprised a single large round house of Pimperne type (IA4), associated with four pits. In the final phase of the Late Iron Age settlement, one large Pimperne type house and one small round house were found (IA5 and IA10 respectively), together with two pits and two scoops. An infant burial was found beneath the floor of house IA10. The economy of the settlement was entirely agricultural, with sheep/goat the most numerous animal, but in terms of potential meat contribution, cattle and horse were the main source of meat. Pig was also important. The number of sheep/goat foetuses and neonate skeletons from this settlement indicates that the animals were reared on site and not simply imported for food.  Horse may have had special significance, as shown by the apparently deliberate placing of two skulls in the weathered hollow above pit [E613]. Roe deer and small game were also present, indicating the importance of hunting. There was evidence for the cultivation of Spelt and free threshing wheat and barley, with wheat perhaps the major product of the agricultural economy. There was little artefactual evidence for the working of animal products on the settlement and almost a complete lack of metal objects.","Found during the excavations directed by Christopher Sparey Green, for the Dorchester Excavation Committee, between 1966 and 1979 during development of the Grove Trading Estate on the eastern slopes of Poundbury Camp, Dorchester (1). Part of another ring ditch, possibly from another round house from this settlement, was found during observations of a pipeline in 1986 (2). The Late Iron Age unenclosed settlement was a continuation from the earlier Middle Iron Age unenclosed settlement on the hillslope to the east of Poundbury Camp. The remains of five separate round houses, together with associated pits, were identified. Not all of these houses were in use at the same time and three separate phases have been defined, the earliest and latest having a pair of houses and the middle phase having a single large house. The earliest Late Iron Age settlement phase comprised two adjacent round houses (IA9 and IA2) and three associated pits. Both the round houses had more than one phase of construction and repair. The second Late Iron Age phase comprised a single large round house (IA4), associated with four pits. In the final phase of the Late Iron Age settlement, one large and one small round house were found (IA5 and IA10 respectively), together with two pits and two scoops. An infant burial was found beneath the floor of house IA10. The two largest houses (IA4 & IA5) were of the Pimperne type with a post ring set 1.2-1.5m in from the outer wall, creating a large central living area between 4.6-6.1m in diameter, and an outer concentric strip with limited access and space. The entrances were not identified but must have lain on the eastern or northeastern sides. The smaller housess (IA2, IA9 & IA10) were of ring-slot type with a diameter of about 4.5m. The economy of the settlement was entirely agricultural, with sheep/goat the most numerous animal, but in terms of potential meat contribution, cattle and horse were the main source of meat. Pig was also important. The number of sheep/goat foetuses and neonate skeletons from this settlement indicates that the animals were reared on site and not simply imported for food.  Horse may have had special significance, as shown by the apparently deliberate placing of two skulls in the weathered hollow above pit [E613]. Roe deer and small game were also present, indicating the importance of hunting. There was evidence for the cultivation of Spelt and free threshing wheat and barley, with wheat perhaps the major product of the agricultural economy. There was little artefactual evidence for the working of animal products on the settlement and almost a complete lack of metal objects."
70363,"Conygar Hill, Dorchester",,One of barrow pair (MDO1051 & MDO1052).,
70364,"St Giles' Park, Edmondsham",,"Barrow pair, part of a wider, diffuse group of barrows west of Edmondsham (see also MDOs32970-6 & 33162).",
70365,East Down Plantation,,One of three barrows within East Down Plantation that were destroyed when East Down House was built in 1908 (MDOs5350-2).,
70366,"Simon's Ground, Hampreston",,"Cemetery of at least five small barrows, mostly built and used in the later Bronze Age.",
70367,Crichel and Launceston Downs Barrow Group,,"A diffuse group of at least 34 barrows on Crichel and Launceston Downs, 18 of which were excavated by the Piggotts in the summer of 1938. Grinsell (1959) separates these by parish into the Launceston Down and Crichel Groups but no clear separation of these groups is apparent in plan (eg Piggott and Piggott 1938, fig. 1). A cluster of five or six smaller barrows were excavated by Austen in the late 19th century. Part of an associated flat cremation cemetery was excavated from the side of a WWI practice trench by the Piggotts in 1938.",
70368,Kinson Common Barrow Cemetery,,Group of three round barrows on Kinson Common in 1948 and excavated in advance of destruction by the MoW by C. M. Piggott and G. Knocker.,
70369,Barrow Hill Barrow Group,,"""BARROW HILL GROUP (SY 99 SE). Six barrows, including four bells, on flat-topped ridge above 200 ft. contour. (396-9) form a short S.W.-N.E. alignment. All but one (399) have probably been excavated.",
70370,Knighton Farm Golf Course,,The cremation cemetery was located within a broader area of Bronze Age activity including settlement and fields (MDOs 6932 and 6965).,
70371,"Bournemouth Airport, Hurn",,A group of three round barrows (MDOs 8783-4 and 8786) excavated By C. M. Piggott in advance of the construction of RAF Hurn.,
70372,Hengistbury Head Bronze Age Activity,,Located within a broader landscape of Bronze Age funerary activity and settlement.,
70373,Bere Regis Down Barrow Group,,A group of four barrows near Bere Down Farm excavated c. 1850.,
70374,Whitcombe Hill,,Iron Age and Romano-British settlement on Whitcombe Hill (see MDO2967):,"<NRHE site description>: Excavation of the site was carried out from 1963 to 1967. A rectangular building 27 ft by 22 ft, with a scatter of pottery (1st or 2nd to 4th century), roof tiles, limestone slabs and painted wall plaster, was uncovered at 71138807. Flint foundations withremains of an earth and chalk floor and three infant burials were found at 71118807. Three inhumation burials were discovered at 71008803. The later excavations in 1966-7 uncovered evidence of a native Durotrigian settlement of pre-Roman origin. Inhumation burials, pottery and various jewellery and weapons of that period were found.The stone relief, which depicts a bearded horseman, thought to be of Roman date, later 2nd or 3rd century, and may be either a tomb stone to an auxilary cavalryman or a dedication to a Thraco-Danubian hero-god. Coins suggest occupation of the site into the late 4thcentury at least. (1-5)A total of twelve inhumations in earth graves were located, eight of which were associated with Durotrigian grave goods; one young adult was buried in a full set of warrior equipment. (6)The nearly complete stone relief is of a horse and rider. The suggestion that it is a cavalryman's tombstone is doubtful because of the lack of evidence for a military presence in Dorset in the (2nd/3rd AD. It probably therefore represents a `Rider Gad' and may be Thracian in origin. (7)"
70375,Gussage All Saints,,,"Iron Age settlement and enclosure, listed by RCHME as Gussage All Saints 20, and initially identified by air photography. The site was totally excavated in 1972, partly due to the erosion being caused by ploughing but primarily to review the evidence for Iron Age settlement provided by Bersu's 1938-9 excavation of Little Woodbury. The site was occupied throughout the second half of the 1st millennium BC and into the early decades of the Roman period. The enclosure ditch, irregular and asymmetrical, measured 120 metres north-south and 100 metres east-west internally. There appears to have been an external bank. The main entrance was to the east, and featured timber structures and was approached by ""antennae"" ditches which presented a funnel-like approach to the enclosure. Three main phases of occupation were identified. During the third phase, the ditch seems not to have been maintained as a physical barrier. Occupation in the first phase was represented largely by pits, post holes and some four-post structures. No round houses were identified. In the second phase, the pits and postholes were accompanied by one definite and one possible round house. The third phase saw the construction of several smaller enclosed areas, some of which may have contained timber buildings, though no clear patterning was visible among postholes and other features. The site produced a considerable assemblage of pottery from all 3 phases. Bronze and iron working occurred in all phases. An iron furnace belonging to the early Roman period was found. The most notable metalwork deposit however was from a single pit close to the site's main entrance, and dating to the 1st century BC. It comprised a large assemblage of mould and metalworking debris arising from the production of harness and chariot fittings. Remains of over 50 individuals were found, mostly from the last phase. An inhumation in a wooden coffin found just outside the main entrance was dated by pottery to the 3rd century AD."
70376,Poundbury Farm,,"Other ephemeral traces of MBA occupation were recovered from this excavation area including a single pit with a substantial grain deposit and residual pottery in later features (Egging Dinwiddy and Bradley 2011, 15).",
70377,Maiden Castle,,"MDO3244: Maiden Castle, known primarily for its Iron Age hillfort, which is one of the largest and most complex in Europe, includes multi-period remains on a chalk hilltop of the South Dorset Downs. The site has been excavated by Edward Cunnington (1884), Sir Mortimer Wheeler (1934-1937) and Niall Sharples (1985-1986). The earliest features to beidentified include a group of pits associated with Early Neolithic flint working, dating to around 4000 BC. A causewayedenclosure was built soon after, on the eastern plateau, which may have contained a long barrow and is associated withtwo infant burials. The Iron Age hillfort overlies this enclosure. In around 3500 BC, after the enclosure had fallen out ofuse, a bank barrow was constructed, part of which overlies the western end of the enclosure. In the Later Neolithic andBronze Age periods two barrows and a small enclosure were constructed. Visible on aerial photographs {1} and digitally plotted during the South Dorset Ridgeway Mapping Project.",
70378,Trethellan Farm,,The IA cemetery was cut directly into remarkable BA settlement remains (HER PRN 171472.13). Nowakowski suggests these may have been visible in the IA and have become a deliberate focus for the cemetery.,
70379,Bryher IA settlement and cist cemetery,,"Further investigation in the area around this grave suggested that it was part of a broader LIA/Roman cist cemetery, associated with an area of settlement further downslope.",
70380,"Pins Knoll, Litton Cheney",,Major excavation in the late 1950s and early 1960s revealed extensive LIA/RB settlement activity and burials.,
70381,Spettisbury rings,,"An Iron Age hillfort on the northern end of a spur. The enclosure consists of a single rampart and ditch with an entrance on the north west. In 1972 the best preserved part of the rampart was described as standing 15 feet above the interior and 25 feet above the ditch bottom. The form of the earthworks and very limited excavation in 1958 suggest that the fort was being re-built in its later stages, and that this work was not completed. The north-eastern part of the ramparts was disturbed by construction of a railway cutting in 1857. This exposed the filling of the ditch, within which was what was interpreted as a mass grave. At least 80 skeletons were removed on this occasion, and the following year at least 40 more were removed from somewhere in the vicinity, though their exact location was not recorded. Objects recovered from the grave are said to have included iron spear-heads and sword, a bronze cauldron and bucket handles, as well as personal ornaments such as rings and brooches.",
70382,Hod Hill,,,"An Iron Age hillfort with multiple ramparts forming a roughly square enclosure. The enclosed area is 54 acres. There are steep slopes on three sides, and a less steep slope to the south, where the ramparts are bigger. Parts of the interior have been ploughed in the past; finds recovered can be seen in the Durden Collection in the British Museum.  Excavations by Sir Ian Richmond (1951 to 1958) revealed a sequence of defences on the same alignment as the surviving earthworks. It had long been assumed that the ploughing of parts of the interior had destroyed or very badly damaged the remains of settlement in these areas. However, recent geophysical survey by David Stewart has revealed a detailed layout of features such as hut circles, pits and trackways throughout the fort."
70383,"Woodcutts Common, Sixpenny Handley",,,A prehistoric settlement surrounded by a bank and ditch. Late Iron Age/Romano-British in date.  Dug into by Austen in 1863 and excavated by General Pitt-Rivers in 1884-5.
70384,Wootyates,,"Romano-British settlement, potentially with earlier origins.","<NRHE site description>: General Pitt-Rivers tentatively suggested Woodyates, an RB village on Bokerly Dyke as the identification of Vindocladia (Bindogladia) but the site is probably at Bradbury Rings (ST 90 SE 45) where there is an important Roman road junction.Excavated by General Pitt-Rivers in 1888-90 largely to date Bokerley Dyke. (2)Only the extension of the main settlement was excavated. The coin distributions on the ground made it almost certain that themain centre of occupation was in an arable field directly to the south of the excavated area of the dyke, ie the crossing of Bokerley Dyke and the Roman Road. This field has not been excavated.There was a thin scatter of coarse IA pottery but coins indicated that serious settlement did not take place before AD 275; of a total of 1200 coins only 18 were from Trajan to Severus Alexander.Of the area excavated the main plan consisted of a drainage system which formed rectilinear enclosures. At 'A' (SU 03061998)a corn-drying furnace was found and in the vicinity eleven pits and hearths. There were numerous burials, mostly extended inhumations in later Roman manner but at 'B' (SU 03291997) a pit contained a contracted skeleton in native or early Roman style. It had a Claudian brooch against its hip. At 'C' (SU 03231999) was a cremation in a dug-out coffin. Five inhumations were in a rectangular ditched cemetery.The site grew essentially as a Roman road-side settlement. It may be Vindogladia but if so there is a discrepancy of 20 milesin the distance from Sarum to Dorchester in the Antonine Itinerary. Mr G H Wheeler believes Vindogladia to be at BadburyRings (a). By circa AD 325 it had become more than a simple roadside settlement and had busy and populous occupation. (3)The area was partly under the plough and partly under grass. There were no surface finds or other indications of settlement. (4)No further information and nothing surveyable in Hants. (5)Excavations carried out in 1958 before the widening of the Blandford-Salisbury Road at Bokerly Corner. These served to reinforce the findings of Pitt-Rivers. Pits, hearths, ditches a corn drying oven, and a skeleton associated with pottery and coins, mainly Constantinian, were uncovered. A bronze statuette and 19 coins, of which only one was post-370 date, were also found. ""No more evidence has been found to show that it was anything more than a 'native settlement' or 'Romano-British village' with a loosely-knit agricultural economy"". (6,7)ROMANO-BRITISH SETTLEMENT (034197), at Woodyates, is indicated by pits, ditches, burials and occupation debris excavated by Gen. Pitt-Rivers in 1888-90 and by P. A. Rahtz in 1958. The site lies on either side of Bokerley Dyke, around the point known as Bokerley Junction, where the Roman road from Old Sarum to Dorchester passes through the dyke.Apart from a little Iron Age pottery, a burial with a brooch of the 1st century A.D., and some sherds and coins of the 1stand 2nd centuries, all the finds indicate occupation from about 275-400. Their distribution suggests that the most intensiveactivity was W. of the Roman road and S. of Bokerley Dyke. and the large number of coins (over 1,200), mostly of the 4thcentury, may suggest a market or a shrine. To the N. of the dyke several roughly rectangular enclosures were formed by ditches10 ft. wide and 2 ft. to 5 ft. deep. Among them were eleven pits, hearths, a corn-drying oven and 'occasional' burials. Aninhumation cemetery with burials orientated E.-W., perhaps Christian, occupied a square enclosure 112 ft. by 120 ft., with adtich 6 ft. wide and 3 ft. deep. The roughly rectangular enclosures may have extended further W. and E.To the S. were fifteen similar pits, ditches, hearths, another oven, and a burial. A bronze figurine of Venus was found on theedge of Bokerley Dyke (16). At this point the dyke was cut through occupation debris in c.A.D. 330, extended through thesettlement in 367, and was realigned after 393. Finds are in Farnham Museum in D.C.M. and in B.M. (Pitt-Rivers, Excavations III (1892), 3-239; Haekes, Arch.J., CIV (1947), 62-78; Rahtz, Ibid., CXVIII (1961), 65-99.). (8) "
70385,Gallows Gore West,,,"<NRHE site description>: Iron Age ""A"" to late 4th century settlement, with evidence of shale armlet manufacture, discovered since 1931 over an area 220 yards by 100 yards, centred SY 9782 7901, west of Gallows Gore. Remains found include Iron Age and Romano-British storage pits and shale working floors, dry-stone walling of the 2nd century or later, 1st & 2nd century brooches and 3rd and 4th century coins. Several inhumation burials have been discovered, including one of a child with a brooch of circa AD 50-80, and the unlined grave of two females accompanied by Durotrigian ware and a mid-1st century Gallo-Belgic beaker. One of the Iron Age pits had penetrated an Early Bronze Age inhumation with a handled food-vessel. Finds are in the British Museum, Dorset County Museum, Poole Museum and Christchurch Museum. (1-6)"
70386,Gallows Gore East,,,"Uprooting of bushes alongside a stone wall bordering Lander's Quarry field in 1962 revealed Iron Age and Roman pottery, worked shale (including evidence for armlet manufacture), and limited amounts of briquetage."
70387,"The Grove, Portland",,"Possible Iron Age settlement site found in 1936, comprising a series of shallow pits containing Iron Age pottery.","SZ 09139564: Iron Age pottery found AS 1936.Pottery fragments of Iron Age (A, B & C) found in shallow pits 1936. In Calkin Collection British Museum.Area now built over. (1)The pottery includes some haematite coated wares. (2)"
70388,North West Farm,,"IA and Roman settlement and fields, subject to ongoing investigation by Bournemouth University.",
70389,Metherhills,,<MWX642>: Iron Age/Romano-British shale industry,"Coal Money abundant at Metherhills. (1) In a large pasture between the village of Kimmeridge and the Bay. Lieut. E. Garard Smith found an oval shaped kistvaen containing human remains. A rough ring of Kimmeridge shale was placed on each side of the skull. In the same field he found quite a magazine of coal money, of which there were upward of 500 pieces. On another occasion he found a bronze fibula, with several pieces of pottery. (Sited to Metherhills - SY 913792 from Authy 1 and 2). (2) SY 91357917. Evidence of shale working was found in 1946 in an oval patch which began near the southernmost point of the 200ft. contour, and ran for 40 yards. south-westwards down the hillside. Flint lathe tools were in abundance and the sherds found included New Forest ware. In three spots there were slabs of shale up to 3 inches in thickness. (3) Kimmeridge coal money ..... found with bones and pottery in tumuli at Worbarrow and Smedmore, on the coast of Dorset, 1846""  (Smedmore - SY 924788). (4)"
70390,"The Grove, Redhill",,"<MDO8559>: Possible Iron Age settlement site found in 1936, comprising a series of shallow pits containing Iron Age pottery.","SZ 09139564: Iron Age pottery found AS 1936. Pottery fragments of Iron Age (A, B & C) found in shallow pits 1936. In Calkin Collection British Museum. Area now built over. (1)The pottery includes some haematite coated wares. (2)"
70391,"Sewerby Cottage Farm, Bridlington",,"<Description on On-Site Archaeology website>: During the late Iron Age much of the development area was enclosed by land boundaries, revealed throughout the evaluation and excavation programmes. In the northern excavations a square barrow and round barrow were also constructed at this time. The square barrow contained a late Iron Age inhumation and was furnished with an iron dagger and missile head. A rural farming settlement built up around the land boundaries and barrows and occupation continued until the end of the second century AD. The settlement was based around arable cultivation and livestock. Three crop driers were used between the first and second centuries AD and in the north of the site there was evidence for a system of fence-lines and droveways related to livestock management.",
70392,"South Lawn, Melton",,"<On-Site Archaeology website summary>: The archaeological potential of the site was already known before work began on the road improvements. The lines of ditches buried beneath the crop in the arable field at South Lawn had been spotted on an aerial photograph, taken in 1976. This showed that the area north of the A63 was crossed by ditches running east to west in parallel with the modern road. They seemed to run along the side of an ancient and long forgotten trackway. This was crossed by other ditches running north to south. The layout of the ditches looked very much like other sites from the region, which are known as ladder settlements and date from the late Iron Age or early Roman period (c. 150 BC to c. 300 AD). Sites like these are important as they span the period of the Roman conquest and can tell us how the Roman occupation may have affected the lives of the people who already lived here. At Melton we had the rare opportunity to investigate the remains of a ladder settlement on a large scale. This confirmed that the site was occupied between about 100 BC and 300 AD. It also showed that the ladder settlement originated much earlier than expected. Furthermore, some elements, such as the trackway, survived for centuries, after the Roman period, until at least the seventh century AD.",
70393,"Burnby Lane, Hayton",,"The burials were located in the context of a settlement enclosure, mostly adjacent to the central roundhouse.",
